Index,0 [STRING(0x0)][0x0],1 [BYTE(0x2)][0xc],2 [STRING(0x0)][0x4],3 [BYTE(0x2)][0xd],4 [BYTE(0x2)][0xe],5 [BYTE(0x2)][0xf],6 [BYTE(0x2)][0x10],7 [BYTE(0x2)][0x11],8 [STRING(0x0)][0x8],9 [UBYTE(0x3)][0x14],10 [BBOOL(0x19)][0x15]
1000000,"",0,"",0,0,1,0,0,"",3,false
1000001,"",0,"",0,0,0,0,0,"",0,false
1000002,"",0,"",0,0,0,0,0,"",0,false
1000003,"",0,"",0,0,0,0,0,"",0,false
1000004,"",0,"",0,0,0,0,0,"",0,false
1000005,"",0,"",0,0,0,0,0,"",0,false
1000006,"",0,"",0,0,0,0,0,"",0,false
1000007,"",0,"",0,0,0,0,0,"",0,false
1000008,"",0,"",0,0,0,0,0,"",0,false
1000009,"",0,"",0,0,0,0,0,"",0,false
1000010,"",0,"",0,0,0,0,0,"",0,false
1000011,"",0,"",0,0,0,0,0,"",0,false
1000012,"",0,"",0,0,0,0,0,"",0,false
1000013,"",0,"",0,0,0,0,0,"",0,false
1000014,"",0,"",0,0,0,0,0,"",0,false
1000015,"",0,"",0,0,0,0,0,"",0,false
1000016,"",0,"",0,0,0,0,0,"",0,false
1000017,"",0,"",0,0,0,0,0,"",0,false
1000018,"",0,"",0,0,0,0,0,"",0,false
1000019,"",0,"",0,0,0,0,0,"",0,false
1000020,"",0,"",0,0,0,0,0,"",0,false
1000021,"",0,"",0,0,0,0,0,"",0,false
1000022,"",0,"",0,0,0,0,0,"",0,false
1000023,"",0,"",0,0,0,0,0,"",0,false
1000024,"",0,"",0,0,0,0,0,"",0,false
1000025,"",0,"",0,0,0,0,0,"",0,false
1000026,"",0,"",0,0,0,0,0,"",0,false
1000027,"",0,"",0,0,0,0,0,"",0,false
1000028,"",0,"",0,0,0,0,0,"",0,false
1000029,"",0,"",0,0,0,0,0,"",0,false
1000030,"",0,"",0,0,0,0,0,"",0,false
1000031,"",0,"",0,0,0,0,0,"",0,false
1000032,"",0,"",0,0,0,0,0,"",0,false
1000033,"",0,"",0,0,0,0,0,"",0,false
1000034,"",0,"",0,0,0,0,0,"",0,false
1000035,"",0,"",0,0,0,0,0,"",0,false
1000036,"",0,"",0,0,0,0,0,"",0,false
1000037,"",0,"",0,0,0,0,0,"",0,false
1000038,"",0,"",0,0,0,0,0,"",0,false
1000039,"",0,"",0,0,0,0,0,"",0,false
1000040,"",0,"",0,0,0,0,0,"",0,false
1000041,"",0,"",0,0,0,0,0,"",0,false
1000042,"",0,"",0,0,0,0,0,"",0,false
1000043,"",0,"",0,0,0,0,0,"",0,false
1000044,"",0,"",0,0,0,0,0,"",0,false
1000045,"",0,"",0,0,0,0,0,"",0,false
1000046,"",0,"",0,0,0,0,0,"",0,false
1000047,"",0,"",0,0,0,0,0,"",0,false
1000048,"",0,"",0,0,0,0,0,"",0,false
1000049,"",0,"",0,0,0,0,0,"",0,false
1000050,"",0,"",0,0,0,0,0,"",0,false
1000051,"",0,"",0,0,0,0,0,"",0,false
1000052,"",0,"",0,0,0,0,0,"",0,false
1000053,"",0,"",0,0,0,0,0,"",0,false
1000054,"",0,"",0,0,0,0,0,"",0,false
1000055,"",0,"",0,0,0,0,0,"",0,false
1000056,"",0,"",0,0,0,0,0,"",0,false
1000057,"",0,"",0,0,0,0,0,"",0,false
1000058,"",0,"",0,0,0,0,0,"",0,false
1000059,"",0,"",0,0,0,0,0,"",0,false
1000060,"",0,"",0,0,0,0,0,"",0,false
1000061,"",0,"",0,0,0,0,0,"",0,false
1000062,"",0,"",0,0,0,0,0,"",0,false
1000063,"Mogry-Postbote",8,"Mogry-Postboten",1,0,1,0,0,"",3,true
1000064,"",0,"",0,0,0,0,0,"",0,false
1000065,"",0,"",0,0,0,0,0,"",0,false
1000066,"",0,"",0,0,0,0,0,"",0,false
1000067,"",0,"",0,0,0,0,0,"",0,false
1000068,"",0,"",0,0,0,0,0,"",0,false
1000069,"",0,"",0,0,0,0,0,"",0,false
1000070,"",0,"",0,0,0,0,0,"",0,false
1000071,"",0,"",0,0,0,0,0,"",0,false
1000072,"",0,"",0,0,0,0,0,"",0,false
1000073,"",0,"",0,0,0,0,0,"",0,false
1000074,"",0,"",0,0,0,0,0,"",0,false
1000075,"",0,"",0,0,0,0,0,"",0,false
1000076,"",0,"",0,0,0,0,0,"",0,false
1000077,"",0,"",0,0,0,0,0,"",0,false
1000078,"",0,"",0,0,0,0,0,"",0,false
1000079,"",0,"",0,0,0,0,0,"",0,false
1000080,"",0,"",0,0,1,0,0,"",3,false
1000081,"",0,"",0,0,1,0,0,"",3,false
1000082,"",0,"",0,0,1,0,0,"",3,false
1000083,"",0,"",0,0,1,0,0,"",3,false
1000084,"",0,"",0,0,1,0,0,"",3,false
1000085,"",0,"",0,0,1,0,0,"",3,false
1000086,"",0,"",0,0,1,0,0,"",3,false
1000087,"",0,"",0,0,1,0,0,"",3,false
1000088,"",0,"",0,0,1,0,0,"",3,false
1000089,"",0,"",0,0,1,0,0,"",3,false
1000090,"",0,"",0,0,1,0,0,"",3,false
1000091,"",0,"",0,0,1,0,0,"",3,false
1000092,"",0,"",0,0,1,0,0,"",3,false
1000093,"",0,"",0,0,1,0,0,"",3,false
1000094,"",0,"",0,0,1,0,0,"",3,false
1000095,"",0,"",0,0,1,0,0,"",3,false
1000096,"",0,"",0,0,1,0,0,"",3,false
1000097,"",0,"",0,0,1,0,0,"",3,false
1000098,"",0,"",0,0,1,0,0,"",3,false
1000099,"",0,"",0,0,1,0,0,"",3,false
1000100,"Miounne",3,"NONE",1,0,0,1,1,"Inhaberin",3,true
1000101,"Gontrant",3,"NONE",1,0,0,0,1,"Freibriefe",3,true
1000102,"Antoinaut",3,"NONE",1,0,0,0,1,"Gästezimmer",3,true
1000103,"",0,"",0,0,0,0,0,"",0,false
1000104,"Gyles",3,"NONE",1,0,0,0,1,"",5,false
1000105,"Tierney",3,"NONE",1,0,0,1,1,"Freibriefe",3,true
1000106,"Lionnellais",3,"NONE",1,0,0,0,1,"Luftschiff",3,true
1000107,"Hida",3,"NONE",1,0,0,1,1,"",3,false
1000108,"",0,"",0,0,1,0,0,"",5,false
1000109,"Highwind-Bedienstet[a]",3,"Highwind-Bedienstet[a]",1,0,1,1,0,"Ausgang",3,true
1000110,"",0,"",0,0,1,0,0,"",5,false
1000111,"",0,"",0,0,1,0,0,"",5,false
1000112,"",0,"",0,0,1,0,0,"",5,false
1000113,"",0,"",0,0,1,0,0,"SHOP",5,false
1000114,"",0,"",0,0,1,0,0,"",5,false
1000115,"",0,"",0,0,1,0,0,"",5,false
1000116,"",0,"",0,0,1,0,0,"",5,false
1000117,"",0,"",0,0,1,0,0,"",5,false
1000118,"",0,"",0,0,1,0,0,"",5,false
1000119,"",0,"",0,0,1,0,0,"",5,false
1000120,"",0,"",0,0,1,0,0,"",5,false
1000121,"",0,"",0,0,1,0,0,"",5,false
1000122,"Honoraint",3,"NONE",1,0,0,0,1,"",3,false
1000123,"Bertennant",3,"NONE",1,0,0,0,1,"",3,false
1000124,"",0,"",0,0,1,0,0,"",5,false
1000125,"Gairhard",3,"NONE",1,0,0,0,1,"",3,false
1000126,"",0,"",0,0,1,0,0,"",5,false
1000127,"Ulta",3,"NONE",1,0,0,0,1,"",3,false
1000128,"Chamberlain",3,"NONE",1,0,0,0,1,"Wache",3,true
1000129,"Solyeux",3,"NONE",1,0,0,0,1,"",3,false
1000130,"",0,"",0,0,1,0,0,"",5,false
1000131,"",0,"",0,0,1,0,0,"",5,false
1000132,"",0,"",0,0,1,0,0,"",5,false
1000133,"",0,"",0,0,1,0,0,"",5,false
1000134,"Estrelaint",3,"NONE",1,0,0,0,1,"",3,false
1000135,"",0,"",0,0,1,0,0,"",5,false
1000136,"Cingur",3,"NONE",1,0,0,0,1,"Chocobo-Verleih",3,true
1000137,"",0,"",0,0,1,0,0,"",5,false
1000138,"",0,"",0,0,1,0,0,"",5,false
1000139,"Adalhard",3,"NONE",1,0,0,0,1,"",3,false
1000140,"Pfarahr",3,"NONE",1,0,0,0,1,"",3,false
1000141,"Memama",3,"NONE",1,0,0,1,1,"",3,false
1000142,"",0,"",0,0,1,0,0,"",5,false
1000143,"",0,"",0,0,1,0,0,"",5,false
1000144,"",0,"",0,0,1,0,0,"",5,false
1000145,"",0,"",0,0,1,0,0,"",5,false
1000146,"Bernadette",3,"NONE",1,0,0,1,1,"",3,false
1000147,"",0,"",0,0,1,0,0,"",5,false
1000148,"Corgg",3,"NONE",1,0,0,0,1,"Rezeption",3,false
1000149,"Mera Pamera",3,"NONE",1,0,0,0,1,"",3,false
1000150,"",0,"",0,0,1,0,0,"",5,false
1000151,"",0,"",0,0,1,0,0,"",5,false
1000152,"",0,"",0,0,1,0,0,"",5,false
1000153,"Beatin",3,"NONE",1,0,0,0,1,"Gildenmeister",3,true
1000154,"Hartford",3,"NONE",1,0,0,0,1,"",3,false
1000155,"",0,"",0,0,1,0,0,"",5,false
1000156,"Aedan",3,"NONE",1,0,0,0,1,"",3,false
1000157,"",0,"",0,0,1,0,0,"",5,false
1000158,"",0,"",0,0,1,0,0,"",5,false
1000159,"Nicia",3,"NONE",1,0,0,1,1,"",3,true
1000160,"",0,"",0,0,1,0,0,"",5,false
1000161,"Aunillie",3,"NONE",1,0,0,1,1,"",3,false
1000162,"Nicoliaux",3,"NONE",1,0,0,0,1,"",3,false
1000163,"",0,"",0,0,1,0,0,"",5,false
1000164,"",0,"",0,0,1,0,0,"",5,false
1000165,"Quartiermeisterin",3,"Quartiermeisterinen",1,0,1,1,0,"Freie Gesellschaft",3,true
1000166,"",0,"",0,0,1,0,0,"",3,false
1000167,"",0,"",0,0,1,0,0,"",3,false
1000168,"Vorsaile Heuloix",3,"NONE",1,0,0,0,1,"",3,true
1000169,"",3,"NONE",1,0,0,0,1,"",5,false
1000170,"Camillain",3,"NONE",1,0,0,0,1,"",3,false
1000171,"Franchemontiaux",3,"NONE",1,0,0,0,1,"Wache",3,true
1000172,"Paulemont",3,"NONE",1,0,0,0,1,"",3,false
