Index,0 [STRING(0x0)][0x0],1 [BYTE(0x2)][0xc],2 [STRING(0x0)][0x4],3 [BYTE(0x2)][0xd],4 [BYTE(0x2)][0xe],5 [BYTE(0x2)][0xf],6 [BYTE(0x2)][0x10],7 [BYTE(0x2)][0x11],8 [STRING(0x0)][0x8],9 [UBYTE(0x3)][0x14],10 [BBOOL(0x19)][0x15]
1000000,"",0,"",0,0,1,0,0,"",3,false
1000001,"",0,"",0,0,0,0,0,"",0,false
1000002,"",0,"",0,0,0,0,0,"",0,false
1000003,"",0,"",0,0,0,0,0,"",0,false
1000004,"",0,"",0,0,0,0,0,"",0,false
1000005,"",0,"",0,0,0,0,0,"",0,false
1000006,"",0,"",0,0,0,0,0,"",0,false
1000007,"",0,"",0,0,0,0,0,"",0,false
1000008,"",0,"",0,0,0,0,0,"",0,false
1000009,"",0,"",0,0,0,0,0,"",0,false
1000010,"",0,"",0,0,0,0,0,"",0,false
1000011,"",0,"",0,0,0,0,0,"",0,false
1000012,"",0,"",0,0,0,0,0,"",0,false
1000013,"",0,"",0,0,0,0,0,"",0,false
1000014,"",0,"",0,0,0,0,0,"",0,false
1000015,"",0,"",0,0,0,0,0,"",0,false
1000016,"",0,"",0,0,0,0,0,"",0,false
1000017,"",0,"",0,0,0,0,0,"",0,false
1000018,"",0,"",0,0,0,0,0,"",0,false
1000019,"",0,"",0,0,0,0,0,"",0,false
1000020,"",0,"",0,0,0,0,0,"",0,false
1000021,"",0,"",0,0,0,0,0,"",0,false
1000022,"",0,"",0,0,0,0,0,"",0,false
1000023,"",0,"",0,0,0,0,0,"",0,false
1000024,"",0,"",0,0,0,0,0,"",0,false
1000025,"",0,"",0,0,0,0,0,"",0,false
1000026,"",0,"",0,0,0,0,0,"",0,false
1000027,"",0,"",0,0,0,0,0,"",0,false
1000028,"",0,"",0,0,0,0,0,"",0,false
1000029,"",0,"",0,0,0,0,0,"",0,false
1000030,"",0,"",0,0,0,0,0,"",0,false
1000031,"",0,"",0,0,0,0,0,"",0,false
1000032,"",0,"",0,0,0,0,0,"",0,false
1000033,"",0,"",0,0,0,0,0,"",0,false
1000034,"",0,"",0,0,0,0,0,"",0,false
1000035,"",0,"",0,0,0,0,0,"",0,false
1000036,"",0,"",0,0,0,0,0,"",0,false
1000037,"",0,"",0,0,0,0,0,"",0,false
1000038,"",0,"",0,0,0,0,0,"",0,false
1000039,"",0,"",0,0,0,0,0,"",0,false
1000040,"",0,"",0,0,0,0,0,"",0,false
1000041,"",0,"",0,0,0,0,0,"",0,false
1000042,"",0,"",0,0,0,0,0,"",0,false
1000043,"",0,"",0,0,0,0,0,"",0,false
1000044,"",0,"",0,0,0,0,0,"",0,false
1000045,"",0,"",0,0,0,0,0,"",0,false
1000046,"",0,"",0,0,0,0,0,"",0,false
1000047,"",0,"",0,0,0,0,0,"",0,false
1000048,"",0,"",0,0,0,0,0,"",0,false
1000049,"",0,"",0,0,0,0,0,"",0,false
1000050,"",0,"",0,0,0,0,0,"",0,false
1000051,"",0,"",0,0,0,0,0,"",0,false
1000052,"",0,"",0,0,0,0,0,"",0,false
1000053,"",0,"",0,0,0,0,0,"",0,false
1000054,"",0,"",0,0,0,0,0,"",0,false
1000055,"",0,"",0,0,0,0,0,"",0,false
1000056,"",0,"",0,0,0,0,0,"",0,false
1000057,"",0,"",0,0,0,0,0,"",0,false
1000058,"",0,"",0,0,0,0,0,"",0,false
1000059,"",0,"",0,0,0,0,0,"",0,false
1000060,"",0,"",0,0,0,0,0,"",0,false
1000061,"",0,"",0,0,0,0,0,"",0,false
1000062,"",0,"",0,0,0,0,0,"",0,false
1000063,"レターモーグリ",0,"",0,0,1,0,0,"",3,true
1000064,"",0,"",0,0,0,0,0,"",0,false
1000065,"",0,"",0,0,0,0,0,"",0,false
1000066,"",0,"",0,0,0,0,0,"",0,false
1000067,"",0,"",0,0,0,0,0,"",0,false
1000068,"",0,"",0,0,0,0,0,"",0,false
1000069,"",0,"",0,0,0,0,0,"",0,false
1000070,"",0,"",0,0,0,0,0,"",0,false
1000071,"",0,"",0,0,0,0,0,"",0,false
1000072,"",0,"",0,0,0,0,0,"",0,false
1000073,"",0,"",0,0,0,0,0,"",0,false
1000074,"",0,"",0,0,0,0,0,"",0,false
1000075,"",0,"",0,0,0,0,0,"",0,false
1000076,"",0,"",0,0,0,0,0,"",0,false
1000077,"",0,"",0,0,0,0,0,"",0,false
1000078,"",0,"",0,0,0,0,0,"",0,false
1000079,"",0,"",0,0,0,0,0,"",0,false
1000080,"",0,"",0,0,1,0,0,"",3,false
1000081,"",0,"",0,0,1,0,0,"",3,false
1000082,"",0,"",0,0,1,0,0,"",3,false
1000083,"",0,"",0,0,1,0,0,"",3,false
1000084,"",0,"",0,0,1,0,0,"",3,false
1000085,"",0,"",0,0,1,0,0,"",3,false
1000086,"",0,"",0,0,1,0,0,"",3,false
1000087,"",0,"",0,0,1,0,0,"",3,false
1000088,"",0,"",0,0,1,0,0,"",3,false
1000089,"",0,"",0,0,1,0,0,"",3,false
1000090,"",0,"",0,0,1,0,0,"",3,false
1000091,"",0,"",0,0,1,0,0,"",3,false
1000092,"",0,"",0,0,1,0,0,"",3,false
1000093,"",0,"",0,0,1,0,0,"",3,false
1000094,"",0,"",0,0,1,0,0,"",3,false
1000095,"",0,"",0,0,1,0,0,"",3,false
1000096,"",0,"",0,0,1,0,0,"",3,false
1000097,"",0,"",0,0,1,0,0,"",3,false
1000098,"",0,"",0,0,1,0,0,"",3,false
1000099,"",0,"",0,0,1,0,0,"",3,false
1000100,"ミューヌ",0,"",0,0,1,0,0,"",3,true
1000101,"ゴントラン",0,"",0,0,1,0,0,"GUILDLEVES",3,true
1000102,"アントアノ",0,"",0,0,1,0,0,"INN",3,true
1000103,"",0,"",0,0,0,0,0,"",0,false
1000104,"ガイルス",0,"",0,0,1,0,0,"",5,false
1000105,"ティルニー",0,"",0,0,1,0,0,"GUILDLEVES",3,true
1000106,"搭乗窓口 リオンネレー",0,"",0,0,1,0,0,"TRANSPORTATION",3,true
1000107,"ヒダ",0,"",0,0,1,0,0,"",3,false
1000108,"",0,"",0,0,1,0,0,"",5,false
1000109,"退出窓口",0,"",0,0,1,0,0,"",3,true
1000110,"",0,"",0,0,1,0,0,"",5,false
1000111,"",0,"",0,0,1,0,0,"",5,false
1000112,"",0,"",0,0,1,0,0,"",5,false
1000113,"",0,"",0,0,1,0,0,"SHOP",5,false
1000114,"",0,"",0,0,1,0,0,"",5,false
1000115,"",0,"",0,0,1,0,0,"",5,false
1000116,"",0,"",0,0,1,0,0,"",5,false
1000117,"",0,"",0,0,1,0,0,"",5,false
1000118,"",0,"",0,0,1,0,0,"",5,false
1000119,"",0,"",0,0,1,0,0,"",5,false
1000120,"",0,"",0,0,1,0,0,"",5,false
1000121,"",0,"",0,0,1,0,0,"",5,false
1000122,"オノラン",0,"",0,0,1,0,0,"",3,false
1000123,"ベルテナン",0,"",0,0,1,0,0,"",3,false
1000124,"",0,"",0,0,1,0,0,"",5,false
1000125,"ゲイルハード",0,"",0,0,1,0,0,"",3,false
1000126,"",0,"",0,0,1,0,0,"",5,false
1000127,"ウルタ",0,"",0,0,1,0,0,"",3,false
1000128,"チェーンバーレイン",0,"",0,0,1,0,0,"DUNGEON",3,true
1000129,"ソリュー",0,"",0,0,1,0,0,"",3,false
1000130,"",0,"",0,0,1,0,0,"",5,false
1000131,"",0,"",0,0,1,0,0,"",5,false
1000132,"",0,"",0,0,1,0,0,"",5,false
1000133,"",0,"",0,0,1,0,0,"",5,false
1000134,"エストルラン",0,"",0,0,1,0,0,"",3,false
1000135,"",0,"",0,0,1,0,0,"",5,false
1000136,"チョコボ屋 シングール",0,"",0,0,1,0,0,"CHOCOBO",3,true
1000137,"",0,"",0,0,1,0,0,"",5,false
1000138,"",0,"",0,0,1,0,0,"",5,false
1000139,"アダルハード",0,"",0,0,1,0,0,"",3,false
1000140,"ファールアール",0,"",0,0,1,0,0,"",3,false
1000141,"メママ",0,"",0,0,1,0,0,"",3,false
1000142,"",0,"",0,0,1,0,0,"",5,false
1000143,"",0,"",0,0,1,0,0,"",5,false
1000144,"",0,"",0,0,1,0,0,"",5,false
1000145,"",0,"",0,0,1,0,0,"",5,false
1000146,"ベルナデット",0,"",0,0,1,0,0,"",3,false
1000147,"",0,"",0,0,1,0,0,"",5,false
1000148,"木工師ギルド受付 コーグ",0,"",0,0,1,0,0,"",3,false
1000149,"メラ・パメラ",0,"",0,0,1,0,0,"",3,false
1000150,"",0,"",0,0,1,0,0,"",5,false
1000151,"",0,"",0,0,1,0,0,"",5,false
1000152,"",0,"",0,0,1,0,0,"",5,false
1000153,"ベアティヌ",0,"",0,0,1,0,0,"GUILDMASTER",3,true
1000154,"ハートフォード",0,"",0,0,1,0,0,"",3,false
1000155,"",0,"",0,0,1,0,0,"",5,false
1000156,"エダン",0,"",0,0,1,0,0,"",3,false
1000157,"",0,"",0,0,1,0,0,"",5,false
1000158,"",0,"",0,0,1,0,0,"",5,false
1000159,"ニシア",0,"",0,0,1,0,0,"",3,true
1000160,"",0,"",0,0,1,0,0,"",5,false
1000161,"オニィー",0,"",0,0,1,0,0,"",3,false
1000162,"ニコリオー",0,"",0,0,1,0,0,"",3,false
1000163,"",0,"",0,0,1,0,0,"",5,false
1000164,"",0,"",0,0,1,0,0,"",5,false
1000165,"補給担当官",0,"",0,0,1,0,0,"FREE COMPANY",3,true
1000166,"",0,"",0,0,1,0,0,"",3,false
1000167,"",0,"",0,0,1,0,0,"",3,false
1000168,"ボルセル大牙佐",0,"",0,0,1,0,0,"",3,true
1000169,"",0,"",0,0,1,0,0,"",5,false
1000170,"カミヤン",0,"",0,0,1,0,0,"",3,false
1000171,"フランシュモンティオ",0,"",0,0,1,0,0,"GATEKEEPER",3,true
1000172,"ポールモン",0,"",0,0,1,0,0,"",3,false
1000173,"グリムバルド",0,"",0,0,1,0,0,"",3,false
1000174,"",0,"",0,0,1,0,0,"",5,false
1000175,"",0,"",0,0,1,0,0,"",5,false
1000176,"",0,"",0,0,1,0,0,"",5,false
1000177,"",0,"",0,0,1,0,0,"",5,false
